Date,new_coin,P_ppi,B_pi,B_px,P_cpi,B_gx,B_gi,B_sx,B_si,S_ab,S_as,S_mo,S_mf,S_mu,S_md,S_mx,S_mb,new_esi,S_es,L_ml,L_mr,new_ts,L_er,L_em,L_ur,I_m,M_p,M_s,M_i,M_sc,M_si,M_sf,M_ic,M_ii,M_if,M_ur,M_fi,H_c,H_s,P_core1,I_s,I_c,R_s,R_d,gv_totr,gv_tote,S_cb,S_cs,H_p,new_usli,new_chli,new_ksp,S_fc,P_core2,new_dmsi,new_hc,new_chci,new_usip,new_crsv,B_bx,B_bi,mv_p,mv_s,new_rfs,new_gsp,new_gmp,new_gcp,new_emp,N_gdp,N_pc,N_fi,N_ci,N_gx
2001-01-31,56.1,76.37,82.03,141.49,64.604,13319.8,12245.4,2820.5,2460.3,,,,,,,,,,,,,,56.3,21170.7,4.4,45.244,44.959,49.919,43.094,74.783,40.27,82.042,68.233,37.634,51.868,106.391,51.5,7487997,,65.399,58.4,64.8131,53.9,39,16554,8884,,,,98.7714,97.08535,617.91,,66.792,,,96.03,91.902,333.28,12644.929,12431.023,200067,191590,272.881,,,,,,,,,
2001-02-28,56.3,76.21,81.35,137.28,64.919,13104.6,12414.6,2393.9,2830.5,,,,,,,,,,,,,,56.1,21121.8,4.7,45.723,45.391,49.529,43.675,75.045,40.495,81.197,61.885,38.684,51.626,105.529,51.4,7561482,,65.526,57.7,65.4492,54.7,41.3,24878,18299,,,,98.5099,96.99342,578.1,,67.054,,,96.49,91.3034,304.71,13354.074,12732.258,221704,212073,272.627,,,,,,,,,
2001-03-31,56.5,76.39,81.86,138.53,65.488,13132.7,11544.9,2888.3,2565.7,,,,,,,,,,,,,,57.4,21259.1,4.6,45.999,45.553,49.919,43.901,75.974,40.495,80.879,58.846,39.111,53.175,106.27,51.4,7751895,,65.975,57.8,67.0973,54.6,43.1,42965,28560,,,,98.34028,96.95741,523.22,,67.512,,,97.23,91.1162,287.61,14124.891,12951.886,252702,250255,269.82,,,,,1,0.4,0.5,2.3,-0.1
2001-04-30,56.8,76.34,83.79,140.74,65.74,11601.3,11375,2606.7,2632.3,,,,,,,,,,,,,,59.4,21555.5,4.1,46.348,45.816,50.186,43.827,75.806,41.066,81.514,59.106,39.312,52.125,106.203,52,8378103,,66.167,58.5,72.5175,55.5,44.2,54719,38628,,,,98.25423,96.92353,577.36,,67.709,,,96.22,90.7891,282.09,12121.11,11212.192,253942,243393,274.41,,,,,,,,,
2001-05-31,57.2,76.27,82.67,136.01,65.677,12527.5,11440,2813.8,2855.3,,,,,,,,,,,,,,60.1,21637.1,3.9,46.739,46.174,50.718,43.829,75.974,41.404,83.828,60.686,38.948,52.038,106.621,49.7,8423696,,66.358,59.7,72.9122,57.2,45.3,65695,47665,,,,98.22661,96.85953,612.16,,67.839,,,95.87,90.3555,292.96,13306.959,11554.834,266988,272327,275.769,,,,,,,,,
2001-06-30,57.6,75.96,81.87,132.49,65.866,12911.6,11240.1,2657.4,2873.2,,,,,,,,,,,,,,60.1,21649.1,3.8,46.834,46.253,50.913,43.675,76.152,41.404,85.615,67.421,38.253,50.5,105.86,49.4,7941053,,66.424,59.5,68.7346,57.5,46.8,75395,57490,,,,98.20243,96.77188,595.13,,67.906,,,95.3,89.8784,290.87,12931.941,11718.966,266439,276785,274.474,,,,,1.5,3.8,-3.5,3.4,-5
2001-07-31,57.6,75.91,80,129.78,65.992,11710.4,11282.7,2657.5,2835.2,,,,,,,,,,,,,,60.1,21688,3.8,45.904,45.292,49.857,43.259,75.64,40.382,84.874,59.621,38.163,53.224,104.616,50.7,7888577,,66.424,59.3,68.2804,57.3,45.7,89861,66580,,,,98.15691,96.67335,541.55,,67.839,,,94.67,89.3028,285.14,11392.257,11107.564,232339,236583,273.098,,,,,,,,,
2001-08-31,57.8,75.54,79.21,127.34,66.245,11961.9,10994.4,2483.2,2745.3,,,,,,,,,,,,,,59.4,21756.9,3.7,46.973,46.431,51.179,42.699,77.426,41.122,85.826,53.989,37.729,54.696,105.343,48,8830273,,66.615,59.9,76.4313,57.7,45.1,96672,76225,,,,98.09296,96.60858,545.11,,67.971,,,94.53,89.2003,288.94,11766.192,11337.826,252170,248816,275.659,,,,,,,,,
2001-09-30,58.5,75.34,78.71,128.02,66.182,11602.1,11818.2,2481.8,2847.5,,,,,,,,,,,,,,60.1,21820.7,3.7,46.982,46.314,51.046,42.697,75.295,41.235,86.248,56.518,37.598,53.637,105.03,50,9361164,,66.744,60,81.0265,59.6,47.9,106279,90620,,,,98.05131,96.61282,479.68,,68.102,,,94.42,88.7485,313.69,12447.324,11709.659,277600,276946,268.652,,,,,1.3,1.6,-0.5,8.5,0.5
2001-10-31,59,74.98,76.45,125.93,66.182,11572.7,10729.8,2316.9,2664.8,,,,,,,,,,,,,,60.3,21847,3.6,47.268,46.687,51.713,42.5,81.26,41.01,86.659,59.613,37.47,53.045,104.434,52.6,8767757,,66.807,60.7,75.8902,57.8,47.2,124374,99827,,,,98.10202,96.70692,537.81,,68.102,,,94.42,88.5052,334.73,12086.028,11506.884,262380,260258,288.632,,,,,,,,,
2001-11-30,59.6,74.68,72.81,121.8,65.804,11586.8,11153.3,2382.8,2836.4,,,,,,,,,,,,,,60.2,21929.5,3.7,47.575,47.005,51.908,42.143,79.474,41.863,86.354,56.727,36.916,54.209,104.511,51.5,8649857,,66.871,61.6,74.8697,60.1,47,131546,110199,,,,98.27108,96.88829,643.89,,68.166,,,94.34,87.97,342.17,12348.967,11532.771,268380,261963,280.033,,,,,,,,,
2001-12-31,59.7,74.22,72.41,120.95,65.93,11388.4,10774.6,2273.8,2896.4,,,,,,,,,,,,,,58.9,21937.1,3.6,46.386,45.78,50.451,42.142,82.367,40.664,81.408,51.242,36.823,56.538,101.503,52.4,8502661,,67.128,60.4,73.5956,60.2,43.4,144033,126688,,,,98.53732,97.13041,693.7,,68.363,,,94.61,87.9324,403.33,11914.472,11301.958,191643,221674,276.302,,,,,1.5,2.2,2.8,-3.8,0.1
2002-01-31,60.3,74.4,73.37,124.39,66.308,11820.9,10490.2,2417.6,2857.6,,,,,,,,,,,0.62,12.8,,58.1,22027,3.6,47.836,47.456,52.44,41.581,83.307,42.144,87.717,52.03,36.43,56.021,106.348,50.9,8641775,,67.32,63.5,74.7998,60.8,51.2,16478,8238,,,42160,98.84588,97.40657,748.07,,68.626,,,94.52,88.5176,359.61,11381.879,11326.43,262653,248111,277.135,,,,,,,,,
2002-02-28,60.9,74.77,73.94,126.42,66.624,12387.8,10542.7,2437.7,2881.2,,,,,,,,,,,0.74,17.3,,58.2,22121.9,3.5,48.757,48.46,54.162,40.916,84.319,43.278,87.928,51.804,36.441,51.582,108.435,53.1,9401358,,67.512,63.1,81.3744,62.3,50.6,26938,17692,,,37161,99.13859,97.72311,819.99,,68.822,,,94.68,88.5278,332.44,11023.037,10471.161,199168,208517,278.869,,,,,,,,,
2002-03-31,61.7,75.16,76.99,130.19,67.003,12463.3,11064.3,2299.3,2936.4,,,,,,,,,,,0.79,21.3,,59.1,22107.4,3.4,49.979,49.587,54.687,40.063,82.7,44.186,89.503,48.057,35.61,51.582,111.393,54.3,8463392,,67.96,64.8,73.2557,63.2,52,38126,30478,,,61997,99.35898,98.08562,895.58,,69.411,,,95.26,89.1686,311.48,13251.323,11990.097,265970,263152,278.079,,,,,2.8,3.8,4.9,2.6,6.6
2002-04-30,62.2,75.74,78.29,130.29,67.382,12925.3,11772.2,2508.8,3032.9,,,,,,,,,,,0.96,27.6,,60.5,22215.7,3.4,50.408,49.886,54.757,40.497,82.2,44.637,90.666,50.624,35.854,51.839,111.906,55.4,8606826,,68.153,65.4,74.4973,63.2,52.2,58954,41659,,,57904,99.45108,98.43342,842.34,,69.739,,,96.33,89.604,305.22,13184.534,12559.696,287241,279107,281.147,,,,,,,,,
2002-05-31,62.4,76.07,75.84,124.58,67.634,13126.3,11655.3,2557.5,3021.5,,,,,,,,,,,0.96,27.4,,60.9,22182.3,3.3,49.856,49.257,54.358,39.931,82.284,44.13,90.455,53.313,34.659,51.53,109.668,54.2,8476463,,68.344,65.6,73.3689,62.4,55.6,71418,52958,,,56988,99.39491,98.74353,796.4,,69.87,,,96.75,89.964,320.21,14173.177,12698.101,296495,294369,278.966,,,,,,,,,
2002-06-30,62.5,75.58,73.18,119.1,67.571,13152.5,12033.8,2730.5,2984.2,,,,,,,,,,,0.72,23.2,,61,22248.1,3.1,49.483,48.858,52.964,41.122,82.2,42.996,86.659,54.529,35.174,55.116,107.408,54.9,8919812,,68.344,65.2,77.2063,62.3,50.7,78887,66383,,,55337,99.19907,99.01936,742.72,,69.87,,,96.88,90.7061,315.88,12894.088,11934.221,192040,198581,280.426,,,,,1.9,2,2.4,0.4,6.4
2002-07-31,62.8,75.37,71.8,116.8,67.382,13390.2,12502.7,2698.4,3113.6,,,,,,,,,,,0.64,22,,61,22271.7,3.1,50.717,50.137,54.358,41.271,83.641,44.411,89.82,49.972,35.99,56.091,110.664,56.4,9140984,,68.408,66.4,79.1207,63.9,51.8,97149,75107,,,50400,98.91637,99.26007,717.99,,69.936,,,96.75,90.6769,309.66,13395.179,13031.773,231134,244808,284.161,,,,,,,,,
2002-08-31,63,75.46,72.7,118.15,67.824,13599,13234.2,2713.6,3245.3,,,,,,,,,,,0.75,21.5,,60.1,22285.5,3.3,51.189,50.763,55.085,42.018,82.534,44.468,91.923,51.713,36.568,56.728,111.664,53,8586283,,68.473,65.3,74.3194,65.1,54.6,103709,82757,,,40385,98.61416,99.4855,736.4,,70.066,,,97.59,90.5762,314.37,13959.11,12860.751,274373,278550,285.884,,,,,,,,,
2002-09-30,63.5,75.62,74.4,119.73,68.204,14407.5,12943.1,2778,3232.2,,,,,,,,,,,0.72,23.7,,60.8,22361.4,3,50.279,49.611,55.414,41.313,83.725,44.637,91.501,50.166,36.293,54.942,108.287,58.8,8940907,,68.665,66.2,77.3889,64.1,50.2,119585,93393,,,47804,98.33341,99.72411,646.42,,70.263,,,98.1,90.6531,342.24,13900.763,12991.557,251597,245085,281.064,,,,,1.9,0.5,1,1,6.6
2002-10-31,63.7,75.72,76.12,122.06,68.013,14137.5,13137,2643,3191,,,,,,,,,,,0.8,21.8,,60.9,22334.9,3.1,51.17,50.432,55.619,41.503,82.795,44.926,92.875,51.05,36.453,55.823,108.891,54.6,8951951,,68.793,66.2,77.4845,64.2,50.7,138417,105510,,,56907,98.11213,99.98454,658.92,,70.46,,,98.87,90.4643,366.19,15084.659,13817.061,306841,303089,282.94,,,,,,,,,
2002-11-30,64.1,75.87,72.9,118.79,68.077,14320.8,13375.4,2560.5,3146.1,,,,,,,,,,,0.67,31.5,,60.5,22288.7,3.1,51.908,51.155,56.214,41.45,86.284,45.095,93.815,51.101,36.583,54.711,109.037,59.1,9189348,,68.921,65.8,79.5393,63.8,52.2,142961,118982,,,60682,97.96571,100.2634,724.8,,70.59,,,98.33,90.9711,373.31,15196.561,13993.431,290440,283506,283.408,,,,,,,,,
2002-12-31,64.2,75.88,74.49,119.62,68.391,15225.1,13791.6,2678.1,3207.4,,,,,,,,,,,0.49,17.6,,59.5,22377,3.1,52.487,51.99,56.674,41.936,88.665,45.883,93.603,49.029,36.858,56.479,111.68,60.7,9564661,,69.177,64.5,82.7879,62.4,49.1,158712,135611,,,98816,97.86729,100.524,627.55,,70.787,,,99.06,90.4652,440.44,15026.217,14451.874,289628,284939,286.646,,,,,0.9,-0.1,3.1,4.8,3.1
2003-01-31,64.4,76.45,75.16,118.98,68.835,14748.3,14157.7,2663.5,3484.8,82,89,90,97,96,88,91,83,101.9,96.3,0.51,17.1,0.99,58.1,22237.2,3.3,51.258,50.692,55.814,42.372,84.415,45.32,91.923,51.696,36.963,58.681,109.128,49,9351900,,69.434,65.8,80.9463,65.2,50.8,16362,9591,,,33717,97.79552,100.7483,591.86,,71.049,77.1,,100.01,91.2361,390.74,14319.931,14494.967,274321,253342,288.657,,,,,,,,,
2003-02-28,64.3,76.86,77.78,121.91,69.213,14792.7,13761.6,2878.3,3239.8,73,81,87,95,93,87,91,77,103.3,96.3,0.62,19.6,0.84,57.9,22202.3,3.3,51.509,51.073,56.009,43.439,84.153,45.489,92.24,54.99,36.929,60.509,109.879,58.5,9613023,,69.561,64.3,83.2065,60.2,48.9,26200,19018,,,29315,97.76128,100.9438,575.43,,71.245,76.3,128175498,101.06,91.3445,370.64,13337.145,13858.274,253550,242081,284.696,,,,,,,,,
2003-03-31,64.3,77.61,79.18,125.12,70.034,15072.2,14740.6,2959.8,3181.9,71,78,84,90,92,83,87,75,92.9,96.3,0.55,22.6,0.72,58.7,22158.3,3.4,52.595,52.074,56.346,44.196,84.069,45.827,91.501,55.328,37.718,60.96,109.913,57.2,9334050,,70.266,65.2,80.7918,60.5,47.8,44959,37290,,,46113,97.79683,101.1213,535.7,,71.965,75.6,143078286,100.3,91.1044,349.48,15378.85,15870.217,299603,266074,288.177,,,,,-0.5,-0.6,-0.4,2.7,0.3
2003-04-30,64.1,77.22,75.56,121,69.908,15053.5,13864.3,2952.4,3114.6,76,82,87,89,92,83,92,81,98.8,96.7,0.59,25,0.61,59.6,22088.2,3.4,51.681,51.028,55.752,44.925,83.391,45.545,92.135,56.691,38.532,61.204,109.31,54.2,9035698,,70.33,66.1,78.2094,60.3,47.6,63229,52505,,,27613,97.9294,101.2466,599.35,,72.162,74.7,144852368,99.08,90.5617,340.69,15720.592,14758.747,304229,295218,289.053,,,,,,,,,
2003-05-31,64.2,76.79,73.93,118.08,69.782,14558.4,13798.8,2769.1,3201.3,74,78,81,88,89,81,84,77,97.2,97.3,0.57,24.4,0.53,60.1,22120.3,3.6,51.461,50.793,55.68,44.799,83.391,45.939,88.246,57.263,38.247,61.385,106.947,52.3,9509034,,70.459,65.7,82.3064,61.5,47.2,74654,62895,,,35838,98.1533,101.3096,633.42,,72.227,74.3,152326109,99.04,90.537,346.33,14676.092,13523.642,258994,267272,289.619,,,,,,,,,
2003-06-30,64.4,76.42,74.12,117.97,69.592,15214.2,13096.9,2789.6,3351.3,71,78,76,91,86,74,83,72,93.9,98.2,0.5,18.9,0.35,60.1,22153.2,3.6,53.039,52.458,57.136,45.114,85.606,47.081,92.664,56.161,38.668,62.279,109.525,54.9,9974799,,70.586,66,86.3379,61,45.3,88185,77523,,,148875,98.44152,101.3416,669.93,,72.293,74.4,144189658,99.5,90.6527,357.69,15656.327,13428.141,255686,249669,293.671,,,,,0.1,-0.6,-2,-0.4,1.4
2003-07-31,64.6,76.56,74.11,117.41,69.53,15988.4,13854.1,2846.6,3471.4,66,75,75,89,77,69,82,67,93.5,99.2,0.45,19.6,0.45,60.2,22229.1,3.6,50.568,49.966,54.491,45.022,79.379,45.095,90.244,54.359,39.481,60.724,103.192,51.4,9777529,,70.522,66.5,84.6304,61.8,45.4,105063,93337,,,45755,98.77956,101.3581,713.52,,72.227,73.4,146637901,100.04,91.1185,356.21,15431.714,14898.003,146799,185583,296.207,,,,,,,,,
2003-08-31,64.8,76.84,74.59,118.06,69.845,16566.5,14313.2,2922.7,3440.3,68,73,77,89,80,71,85,69,99.6,100.2,0.46,17.7,0.73,59.3,22231.3,3.6,53.246,52.765,57.074,45.422,83.475,46.622,93.815,54.547,40.116,59.865,109.015,52.3,9844147,,70.65,66.2,85.207,62,46.5,111104,112138,,,22177,99.15646,101.3849,759.47,,72.293,73.3,156612718,100.04,90.9197,360.96,15375.268,13541.36,196089,200966,299.592,,,,,,,,,
2003-09-30,65,77.16,73.27,116.6,70.477,17602.9,14365,3079.1,3500,70,74,80,88,83,73,86,74,100.2,101.1,0.47,18.7,0.91,59.7,22217.7,3.7,53.92,53.274,58.663,44.863,83.213,48.046,96.447,54.468,39.166,60.777,109.973,55.7,9475355,,70.78,66.3,82.0149,62.2,48.1,121101,117144,,,24410,99.56029,101.4342,697.52,,72.489,73.6,141832759,100.04,91.5059,397.18,17021.082,14531.444,269275,254411,298.921,,,,,1.6,0.3,-2.1,2.2,7.8
2003-10-31,65.5,77.39,75.52,117.96,70.539,18188,15126.4,3282.4,3533.3,77,78,83,91,90,76,91,82,99.8,102,0.59,13.8,1.06,60.1,22284.8,3.7,55.419,54.746,59.791,44.256,82.105,49.686,98.232,53.504,38.494,61.264,112.294,55.2,9802368,,70.714,66.2,84.8454,62.4,47,146734,134592,,,31785,99.96939,101.4948,782.36,,72.489,75.6,155782370,100.11,91.6186,420.44,18929.665,16536.628,325339,322356,298.205,,,,,,,,,
2003-11-30,65.7,77.74,77.54,121.03,70.413,18182.9,15548.1,3228.5,3535.6,80,86,91,92,96,85,97,88,103.9,102.7,0.53,18.2,1.1,60,22341.1,3.9,55.492,54.988,59.72,44.237,81.426,49.63,97.809,53.618,38.322,61.012,110.724,53,9748108,,70.78,66.2,84.3757,62.5,46.1,155036,147604,,,32533,100.3503,101.5534,796.18,,72.424,76.1,146176533,100.67,92.2329,420.27,18242.088,15760.75,289845,292933,299.433,,,,,,,,,
2003-12-31,66.2,78.25,79.31,123.57,70.73,18943.7,16147,3388.3,3551.1,81,88,93,93,96,87,99,86,103.9,103.2,0.46,17.2,1.31,59,22440.1,3.7,56.493,56.129,60.847,44.546,80.581,51.158,103.285,53.958,37.998,63.436,113.654,54.5,10537652,,71.099,64.8,91.2097,61.2,43.6,171944,166812,,,107251,100.6695,101.5699,810.71,,72.817,76.9,145414933,101.53,92.2602,473.57,19728.688,17624.485,304140,303345,300.702,,,,,2.5,0.1,4.1,3.5,11.2
2004-01-31,66.6,79.32,80.75,125.71,71.172,21797.8,16722.3,3406.1,3691,77,84,91,94,95,85,101,85,107.1,103.4,0.37,10.6,1.35,58.6,22606.5,3.6,56.268,56.02,61.38,44.288,80.486,51.672,97.915,53.743,37.971,64.209,112.02,51.3,10403992,,71.355,66.3,90.0528,63.3,49.4,16586,12727,,,14358,100.9098,101.5221,848.5,,73.014,77.2,139022515,102.49,92.4006,456.94,18987.12,16208.879,228992,213526,301.993,,,,,,,,,
2004-02-29,67.2,80.31,80.65,124.86,71.487,19691.4,17654.1,3357.7,3762.2,76,84,92,94,93,88,103,83,108.2,103.3,0.54,15.7,1.37,58.7,22732.5,3.6,59.133,58.891,62.499,45.843,86.284,52.581,102.544,54.477,39.384,63.849,116.293,58.4,10035709,,71.419,66.4,86.8651,63,47,24967,28550,,,24797,101.0538,101.4274,883.42,,73.079,78.2,134079236,102.94,92.958,421.14,19136.968,17468.564,284377,265731,303.915,,,,,,,,,
2004-03-31,67.5,81.08,81.79,124.91,72.181,20302.2,17617.7,3601.1,4098.4,79,88,94,94,97,91,103,86,106.8,103,0.51,18.9,1.3,59.7,22711,3.6,58.104,57.752,62.037,46.277,82.7,52.01,100.441,57.696,39.578,63.713,113.366,56.5,10235280,,72.188,66.2,88.5925,61,45.8,47164,49275,,,24466,101.1206,101.2627,880.5,,73.668,77.8,142191493,103.08,92.5861,404.98,21174.855,19120.078,297450,296693,309.471,,,,,1.4,-0.1,1.3,-0.9,6
2004-04-30,67.7,81.47,81.77,124.64,72.181,21503.8,17971.1,3551.2,3885.1,88,93,99,96,104,95,109,93,109.2,102.4,0.58,26.7,1.21,60.5,22653.4,3.6,58.732,58.322,62.765,45.711,84.581,52.806,101.816,54.979,40.081,60.418,114.003,55.7,10124383,,72.252,66.6,87.6326,61.4,47.7,66201,58478,,,18537,101.1226,101.038,862.84,,73.734,77.8,147659480,102.79,92.93,400.18,21483.357,18829.952,296272,298270,307.358,,,,,,,,,
2004-05-31,67.7,81.67,84.73,128.56,72.119,22588.9,17782.3,3639.1,3831.8,79,89,97,96,100,90,104,85,100,101.7,0.64,26.3,1.08,60.6,22544.4,3.7,59.589,59.164,63.431,46.433,84.236,52.75,104.025,53.463,41.264,61.215,114.588,56.1,10037544,,72.38,66.1,86.881,61,46.4,77763,73518,,,30426,101.0799,100.8098,803.84,,73.799,77.1,151788014,102.26,93.6013,416.61,20834.259,17895.384,282746,283702,311.088,,,,,,,,,
2004-06-30,67.8,81.59,83.31,126.57,72.119,20735.7,18017.2,3757.1,4112.7,76,84,92,95,95,86,106,84,97.3,100.8,0.54,24.5,0.98,60.8,22651.8,3.5,57.898,57.31,61.709,46.392,84.415,51.897,101.181,51.125,42.269,58.988,110.377,56.7,9665027,,72.509,66.3,83.6566,63.3,47.1,89442,89089,,,41080,101.0021,100.6427,785.79,,73.864,76.7,143717783,101.84,92.871,425.07,21657.111,18544.35,285398,297801,309.127,,,,,0.8,0.3,2,-0.1,2.3
2004-07-31,67.7,81.92,84.67,128.24,72.561,21384.6,17937.8,3814.8,4109.9,67,85,89,97,92,84,104,75,96.2,99.9,0.64,22,0.84,60.6,22604.4,3.7,57.167,56.567,61.38,46.515,83.307,51.447,101.604,48.177,42.321,61.565,109.607,55.2,10129133,,72.7,65.9,87.6737,62.5,48.5,105714,103892,,,35272,100.8953,100.5435,735.34,,74.126,75.8,146004465,101.56,93.5649,420.92,21003.794,18390.091,269668,272209,311.681,,,,,,,,,
2004-08-31,67.6,82.64,87.01,131.31,73.191,20153.9,17746.3,4052.9,4238.7,68,84,91,95,96,86,105,76,96.9,99,0.7,20.1,0.65,59.6,22560.6,3.7,58.075,57.572,61.77,46.968,83.725,52.469,97.398,47.866,42.169,64.304,110.541,57.5,10146640,,72.892,65.3,87.8253,61,48.3,120920,114392,,,30103,100.7762,100.4948,803.57,,74.192,75.7,154675190,101.42,93.6277,426.27,19798.969,18124.364,237666,248477,311.192,,,,,,,,,
2004-09-30,67.8,82.98,85.76,131.27,73.191,21129.7,17644.2,3815.3,4210.7,72,85,92,97,96,83,103,77,98.5,98.2,0.53,20.7,0.45,60.6,22785.5,3.6,58.735,58.211,63.102,47.048,84.319,52.976,103.601,48.542,42.437,63.246,110.897,58.1,10368807,,73.02,65.8,89.7483,63.4,49.4,135177,129980,,,32985,100.6718,100.4658,835.09,,74.192,75.7,148548405,101.41,93.7467,471.77,20831.133,18193.347,284873,287296,317.446,,,,,0.3,0.2,-0.6,-1.1,-1.5
2004-10-31,68,83.01,88.24,133.32,73.191,22010.5,20345.2,4029.7,4719.8,72,87,91,94,96,87,105,78,95.8,97.7,0.64,19.5,0.26,60.8,22777.4,3.7,58.741,58.112,63.297,46.873,83.807,52.919,101.498,48.367,42.511,63.232,110.192,55.6,9912861,,73.085,65.9,85.8018,61.5,50.7,151557,141693,,,49055,100.6009,100.4237,834.84,,74.192,76,155959032,101.44,94.5465,498.32,22663.289,20408.216,316024,317590,318.476,,,,,,,,,
2004-11-30,68.2,83.07,83.91,127.23,72.75,22683.3,18570.8,4046.3,4711.6,71,87,92,95,97,88,103,77,92.6,97.6,0.49,20.6,0.19,60.5,22730,3.7,59.75,59.333,64.159,47.96,84.153,53.771,106.127,49.361,44,62.213,112.896,55.2,9346753,,72.957,65.7,80.9018,61.8,49.4,165832,153003,,,38706,100.5723,100.37,878.06,,74.126,76,149533537,101.69,94.7813,496.56,23076.612,20311.965,334921,334937,320.52,,,,,,,,,
2004-12-31,68.1,82.46,79.85,120.12,72.877,22071.9,18871.8,4213.5,4963.1,70,84,88,93,94,83,97,75,90.8,98.2,0.42,19,0.15,59.6,22852.8,3.8,58.94,58.653,62.836,48.839,83.725,54.109,100.97,49.609,44.009,66.152,112.201,53.3,9832337,,73.149,65.1,85.1048,62.6,49.6,178759,171736,,,124015,100.559,100.2979,895.92,,74.389,76.1,148437533,100.74,95.5365,556.25,23197.206,20967.497,351077,356983,324.672,,,,,0.8,1.1,-0.3,-1.1,2.8
2005-01-31,68.3,83.26,83.28,123.66,73.594,22868.4,19706.6,4262.2,4718.1,71,83,87,94,90,83,97,76,96.1,99.3,0.37,12.9,0.31,58.4,22721.2,3.9,61.3,61.13,65.748,49.669,86.368,55.814,105.388,56.262,44.113,68.165,116.522,58.7,9819161,,73.675,67,84.9907,61.4,47.31040462,18077,16386,,,30048,100.5249,100.2238,932.7,,74.979,76.6,139171916,100.21,95.8801,530.09,22454.025,19450.003,333433,304347,321.272,,,,,,,,,
2005-02-28,68.4,83.42,83.23,122.18,73.892,23053.6,19515.4,4249.6,4661.6,76,89,91,95,92,86,99,80,109.6,100.9,0.47,16,0.65,58.3,22755.1,3.7,60.1,59.654,64.026,49.525,83.213,54.736,102.333,54.024,44.178,66.479,111.032,58,9564195,,73.824,67.5,82.7839,62.2,46.70984195,23700,33713,,,17458,100.463,100.1725,1011.36,,75.129,76.7,128188534,99.56,96.5761,501.22,20401.096,18396.908,233965,245163,325.308,,,,,,,,,
2005-03-31,68.8,83.5,84.54,120.49,74.338,23208.9,19945.5,3952.2,5016.2,83,90,95,98,98,91,100,85,112.3,102.5,0.49,19.1,0.96,59.4,22812.4,3.7,62,61.588,65.153,49.854,85.688,55.243,104.647,51.271,45.099,64.623,114.518,56.1,10069613,,74.195,67.4,87.1586,62.7,47.14114595,47513,50895,,,30743,100.3848,100.1681,965.68,,75.507,77,146676314,99.96,96.4456,479.91,23952.5,22779.866,331679,330036,326.179,,,,,0.9,1,1.9,-0.2,1.6
2005-04-30,68.9,83.73,85.6,119.68,74.413,23177.4,20359.6,3983.9,4984.8,84,93,97,97,101,95,102,88,111.8,104,0.56,23.1,1.04,60.3,22778.5,3.7,60.7,60.116,64.621,50.926,89.261,54.623,102.027,50.221,47.247,63.55,111.169,55.5,10226840,,74.195,67.3,88.5195,63.3,48.40550738,62002,69639,,,25115,100.3268,100.2004,911.3,,75.584,76.6,152628739,100.11,96.6532,466.33,22872.505,21244.49,319038,324915,329.124,,,,,,,,,
2005-05-31,69.2,83.19,83.69,116.02,74.338,22998.1,20787.8,4159.6,5214,80,92,94,96,97,92,95,83,104.9,105.3,0.57,27.9,0.84,60.8,22803.9,3.7,60.4,59.816,64.221,50.896,82.45,55.476,101.393,48.87,47.778,64.399,107.989,57.6,10369963,,74.269,67.5,89.7583,63.3,48.60106977,83154,83355,,,56039,100.3146,100.2501,970.21,,75.584,76.7,157956208,100.48,96.7402,489.92,23122.703,21161.778,311134,310745,327.233,,,,,,,,,
2005-06-30,69.5,82.81,84.92,116.47,74.114,23884.2,21218.2,4090.8,4820.5,78,89,93,97,95,89,96,82,103,106.3,0.53,27,0.72,60.8,22827.2,3.8,60.6,60.027,65.676,49.626,82.795,56.61,105.07,50.425,45.998,63.454,108.975,60.4,10416269,,74.195,68.3,90.1591,63.6,48.58049215,93741,101020,,,32145,100.3459,100.3127,1008.16,,75.584,76.9,151125281,100.63,97.1753,493.5,23707.576,21288.597,331272,331276,337.219,,,,,1.9,2.4,-0.3,4.1,3.8
2005-07-31,69.8,83.32,87.18,119.16,74.413,23975.1,21030.7,4106.7,5029.2,76,90,92,96,92,90,97,77,99.9,107.3,0.5,25.5,0.82,60.6,22819,3.7,61.1,60.597,65.881,49.936,84.915,56.441,104.236,50.396,46.412,64.534,108.506,62.2,10237073,,74.195,68.5,88.608,64.1,51.71818468,110642,113522,,,26642,100.3957,100.361,1111.29,,75.584,77.8,152984875,100.93,96.8676,493.49,23235.522,21508.824,311135,313546,339.529,,,,,,,,,
2005-08-31,70.2,83.55,88.01,117.84,74.636,24229.6,20713.8,4157.3,4967.7,76,88,90,96,93,89,96,80,104.5,108.3,0.55,23.9,1.09,59.7,22813.5,3.6,61.5,60.907,66.076,48.978,82.879,56.61,106.34,49.131,46.274,59.974,109.235,57.9,10320783,,74.269,68.9,89.3326,64.3,50.1477963,127835,122863,,,20202,100.4674,100.3773,1083.33,,75.735,78.7,162120287,101.01,97.1833,504.08,23342.967,22000.828,220253,256705,335.605,,,,,,,,,
